Ticker,Company_Name_x,Industry_Sector_x,Stock_Price,PE_Ratio,Dividend_Yield,Earnings_Per_Share,52_Week_Low,52_Week_High,Market_Cap,EBITDA_Value,Price_to_Sales_Ratio,Price_to_Book_Ratio,SEC_Filings_Link,Company_Name_y,Industry_Sector_y,Headquarters,Matched_Company,Date,Open,High,Low,Close,Volume,Earnings_to_MarketCap_Ratio,Sector_Avg_PE_Ratio,Volume_to_MarketCap,Daily_Market_Movement,Region_Sector_Combo,30_Day_Rolling_Avg
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-04-02,145.71,148.17,145.59,147.76,4411125,5.709299130616462e-11,26.035,3.179852541356129e-05,2.579999999999984,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-04-01,145.7,148.6899,144.18,147.67,3641401,5.709299130616462e-11,26.035,2.6249807529704437e-05,4.509899999999988,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-31,143.99,147.735,142.18,146.86,4508634,5.709299130616462e-11,26.035,3.25014396167523e-05,5.555000000000007,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-28,147.86,148.85,144.33,144.84,2581677,5.709299130616462e-11,26.035,1.8610563449030952e-05,4.519999999999982,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-27,152.67,152.67,148.12,148.44,2825553,5.709299130616462e-11,26.035,2.0368595058599413e-05,4.549999999999983,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-26,153.45,154.43,152.055,152.68,3836902,5.709299130616462e-11,26.035,2.7659117743510814e-05,2.375,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-25,153.13,155.0,152.68,153.5,4118863,5.709299130616462e-11,26.035,2.9691693112409485e-05,2.319999999999993,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-24,151.7,154.025,150.7,153.15,3207912,5.709299130616462e-11,26.035,2.3124910596836003e-05,3.325000000000017,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-21,149.9,150.76,148.0701,150.36,5538606,5.709299130616462e-11,26.035,3.9926210127054445e-05,2.6898999999999944,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-20,151.65,153.65,151.09,151.27,2579066,5.709299130616462e-11,26.035,1.859174150454858e-05,2.5600000000000023,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-19,151.19,153.97,150.92,153.21,2344346,5.709299130616462e-11,26.035,1.689971285311134e-05,3.0500000000000114,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-18,152.57,153.21,150.5,150.92,3038475,5.709299130616462e-11,26.035,2.190348822714628e-05,2.710000000000008,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-17,150.37,153.98,150.0,153.21,4562191,5.709299130616462e-11,26.035,3.288751655303819e-05,3.9799999999999898,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-14,147.92,150.79,147.0557,150.41,4094429,5.709299130616462e-11,26.035,2.9515555467261147e-05,3.7342999999999904,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-13,150.275,151.24,145.91,146.1,3295006,5.709299130616462e-11,26.035,2.3752746074717203e-05,5.3300000000000125,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-12,148.31,151.24,147.2,150.24,4196724,5.709299130616462e-11,26.035,3.0252970561410657e-05,4.0400000000000205,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-11,145.73,149.49,145.63,147.54,5818437,5.709299130616462e-11,26.035,4.1943430941473046e-05,3.8600000000000136,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-10,143.47,149.18,143.12,147.62,4962646,5.709299130616462e-11,26.035,3.5774280925956136e-05,6.060000000000002,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-07,144.69,147.215,140.78,146.3,5891090,5.709299130616462e-11,26.035,4.2467165423463805e-05,6.435000000000002,"Saint Paul, Minnesota - Industrial Conglomerates",
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-06,146.39,148.13,145.7487,146.94,4492429,5.709299130616462e-11,26.035,3.238462245461639e-05,2.3812999999999818,"Saint Paul, Minnesota - Industrial Conglomerates",144.01066666666665
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-05,146.76,149.04,145.9991,147.61,3909783,5.709299130616462e-11,26.035,2.8184495811614926e-05,3.0408999999999935,"Saint Paul, Minnesota - Industrial Conglomerates",144.58333333333334
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-04,150.5,151.0399,145.62,145.86,6787379,5.709299130616462e-11,26.035,4.8928253818010646e-05,5.419899999999984,"Saint Paul, Minnesota - Industrial Conglomerates",144.93666666666667
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-03-03,155.5,156.35,151.9,153.42,5672857,5.709299130616462e-11,26.035,4.08939867906711e-05,4.449999999999989,"Saint Paul, Minnesota - Industrial Conglomerates",145.517
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-28,151.5,155.5,151.0,155.12,8323108,5.709299130616462e-11,26.035,5.999888038942793e-05,4.5,"Saint Paul, Minnesota - Industrial Conglomerates",146.156
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-27,148.77,152.56,148.21,150.52,6576004,5.709299130616462e-11,26.035,4.740451252541714e-05,4.349999999999994,"Saint Paul, Minnesota - Industrial Conglomerates",146.741
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-26,144.385,149.26,141.76,147.43,5783358,5.709299130616462e-11,26.035,4.16905565674795e-05,7.5,"Saint Paul, Minnesota - Industrial Conglomerates",147.04466666666667
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-25,145.425,147.56,145.34,146.54,4358789,5.709299130616462e-11,26.035,3.1421250313435096e-05,2.219999999999999,"Saint Paul, Minnesota - Industrial Conglomerates",147.69066666666666
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-24,144.98,146.4,143.87,145.48,3447463,5.709299130616462e-11,26.035,2.4851764531227802e-05,2.530000000000001,"Saint Paul, Minnesota - Industrial Conglomerates",148.25500000000002
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-21,149.08,149.535,144.56,144.98,4278667,5.709299130616462e-11,26.035,3.084367396880978e-05,4.974999999999994,"Saint Paul, Minnesota - Industrial Conglomerates",148.85733333333332
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-20,149.99,150.09,148.04,149.08,2231527,5.709299130616462e-11,26.035,1.6086433284150456e-05,2.0500000000000114,"Saint Paul, Minnesota - Industrial Conglomerates",149.16866666666664
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-19,148.07,150.36,148.07,150.2,3216915,5.709299130616462e-11,26.035,2.3189810622180625e-05,2.2900000000000205,"Saint Paul, Minnesota - Industrial Conglomerates",149.25
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-18,148.175,149.485,147.995,148.99,2601531,5.709299130616462e-11,26.035,1.8753685197691634e-05,1.490000000000009,"Saint Paul, Minnesota - Industrial Conglomerates",149.294
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-14,147.89,149.55,147.74,148.62,2388382,5.709299130616462e-11,26.035,1.7217155651742432e-05,1.8100000000000023,"Saint Paul, Minnesota - Industrial Conglomerates",149.35266666666666
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-13,149.11,149.72,147.53,148.72,2047063,5.709299130616462e-11,26.035,1.4756685613910513e-05,2.1899999999999977,"Saint Paul, Minnesota - Industrial Conglomerates",149.482
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-12,148.7,150.07,148.16,148.87,2103079,5.709299130616462e-11,26.035,1.5160488770603205e-05,1.9099999999999966,"Saint Paul, Minnesota - Industrial Conglomerates",149.49633333333335
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-11,149.31,150.38,148.5671,150.07,2187764,5.709299130616462e-11,26.035,1.577095846362878e-05,1.8128999999999849,"Saint Paul, Minnesota - Industrial Conglomerates",149.40933333333334
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-10,150.16,150.6,148.13,149.69,3531493,5.709299130616462e-11,26.035,2.545751251853298e-05,2.469999999999999,"Saint Paul, Minnesota - Industrial Conglomerates",149.28233333333336
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-07,152.5,152.9,149.54,149.87,3356757,5.709299130616462e-11,26.035,2.41978911891297e-05,3.3600000000000136,"Saint Paul, Minnesota - Industrial Conglomerates",149.17300000000003
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-06,152.7,153.47,151.57,152.32,2760375,5.709299130616462e-11,26.035,1.9898745691509363e-05,1.9000000000000057,"Saint Paul, Minnesota - Industrial Conglomerates",149.23833333333332
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-05,152.46,153.62,150.74,152.45,2841574,5.709299130616462e-11,26.035,2.0484085817907e-05,2.8799999999999955,"Saint Paul, Minnesota - Industrial Conglomerates",149.27766666666668
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-04,149.46,152.76,149.32,151.68,3110352,5.709299130616462e-11,26.035,2.2421628749382793e-05,3.4399999999999977,"Saint Paul, Minnesota - Industrial Conglomerates",149.22666666666666
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-02-03,149.18,151.63,148.15,150.04,3556258,5.709299130616462e-11,26.035,2.5636036247030097e-05,3.4799999999999898,"Saint Paul, Minnesota - Industrial Conglomerates",149.19733333333335
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-01-31,154.99,155.0,152.13,152.2,4164492,5.709299130616462e-11,26.035,3.0020619387701024e-05,2.8700000000000045,"Saint Paul, Minnesota - Industrial Conglomerates",149.16366666666667
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-01-30,152.0,154.65,151.83,154.4,3962501,5.709299130616462e-11,26.035,2.8564524639352096e-05,2.819999999999993,"Saint Paul, Minnesota - Industrial Conglomerates",149.29666666666665
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-01-29,151.5,152.78,150.64,151.54,3996082,5.709299130616462e-11,26.035,2.880660036423244e-05,2.140000000000015,"Saint Paul, Minnesota - Industrial Conglomerates",149.478
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-01-28,151.32,152.96,149.7901,151.4,4286762,5.709299130616462e-11,26.035,3.0902028484545055e-05,3.1699000000000126,"Saint Paul, Minnesota - Industrial Conglomerates",149.51666666666668
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-01-27,149.0,152.0,148.91,151.52,4929615,5.709299130616462e-11,26.035,3.5536169992138726e-05,3.0900000000000034,"Saint Paul, Minnesota - Industrial Conglomerates",149.64933333333332
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-01-24,148.9,150.1,148.4012,149.43,4858639,5.709299130616462e-11,26.035,3.502452451853439e-05,1.6988000000000056,"Saint Paul, Minnesota - Industrial Conglomerates",149.70966666666666
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226.0,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,3M,Industrial Conglomerates,"Saint Paul, Minnesota",3M Company,2025-01-23,149.45,150.46,148.4103,149.63,4439380,5.709299130616462e-11,26.035,3.200220754353044e-05,2.0497000000000014,"Saint Paul, Minnesota - Industrial Conglomerates",149.82066666666665
